id	instanceid	Γϋ³Ζ	ΚύΑΏ	HP±¶Κύ	Ή¥»χ±¶Κύ	ΥσΣª	½ΗΙ«ΐΰΠΝ
0	70238	΄ΎΣΪµΌ	2000	4	0.3	1	7
0	70239	εσ±ψ	700	4	0.3	1	8
0	70240	εσ±ψ	700	4	0.3	1	8
0	70241	ΦΨ²½±ψ	700	4	0.3	1	8
0	70242	ΦΨ²½±ψ	700	4	0.3	1	8
0	70243	εσ±ψ	700	4	0.3	1	8
0	70244	εσ±ψ	700	4	0.3	1	8
0	70245	εσ±ψ	700	4	0.3	1	8
0	70246	εσ±ψ	700	4	0.3	1	8
0	70247	εσ±ψ	700	4	0.3	1	8
0	70248	εσ±ψ	700	4	0.3	1	8
0	70249	εσ±ψ	700	4	0.3	1	8
0	70250	εσ±ψ	700	4	0.3	1	8
0	70251	εσ±ψ	700	4	0.3	1	8
0	70252	εσ±ψ	700	4	0.3	1	8
0	70253	εσ±ψ	700	4	0.3	1	8
0	70254	εσ±ψ	700	4	0.3	1	8
0	70255	εσ±ψ	700	4	0.3	1	8
0	70256	εσ±ψ	700	4	0.3	1	8
0	70257	εσ±ψ	700	4	0.3	1	8
0	70258	εσ±ψ	700	4	0.3	1	8
0	70259	εσ±ψ	700	4	0.3	1	8
0	70260	εσ±ψ	700	4	0.3	1	8
0	70261	»Ά±ªΖο	700	4	0.3	1	8
0	70262	»Ά±ªΖο	700	4	0.3	1	8
0	70263	»Ά±ªΖο	700	4	0.3	1	8
0	70264	»Ά±ªΖο	700	4	0.3	1	8
0	70265	»Ά±ªΖο	700	4	0.3	1	8
0	70266	»Ά±ªΖο	700	4	0.3	1	8
0	70267	»Ά±ªΖο	700	4	0.3	1	8
0	70268	»Ά±ªΖο	700	4	0.3	1	8
0	70269	»Ά±ªΖο	700	4	0.3	1	8
0	70270	»Ά±ªΖο	700	4	0.3	1	8
0	70271	»Ά±ªΖο	700	4	0.3	1	8
0	70272	»Ά±ªΖο	700	4	0.3	1	8
0	70273	»Ά±ªΖο	700	4	0.3	1	8
0	70274	»Ά±ªΖο	700	4	0.3	1	8
0	70275	»Ά±ªΖο	700	4	0.3	1	8
0	70276	»Ά±ªΖο	700	4	0.3	1	8
0	70277	»Ά±ªΖο	700	4	0.3	1	8
0	70278	»Ά±ªΖο	700	4	0.3	1	8
0	70279	³¤κª±ψ	700	4	0.3	1	8
0	70280	³¤κª±ψ	700	4	0.3	1	8
0	70281	³¤κª±ψ	700	4	0.3	1	8
0	70282	³¤κª±ψ	700	4	0.3	1	8
0	70283	³¤κª±ψ	700	4	0.3	1	8
0	70284	³¤κª±ψ	700	4	0.3	1	8
0	70285	»Ά±ªΖο	700	4	0.3	1	8
0	70286	»Ά±ªΖο	700	4	0.3	1	8
0	70287	»Ά±ªΖο	700	4	0.3	1	8
0	70288	³¤κª±ψ	700	4	0.3	1	8
0	70289	³¤κª±ψ	700	4	0.3	1	8
0	70290	³¤κª±ψ	700	4	0.3	1	8
0	70291	³¤κª±ψ	700	4	0.3	1	8
0	70292	»Ά±ªΖο	700	4	0.3	1	8
0	70293	»Ά±ªΖο	700	4	0.3	1	8
0	70294	»Ά±ªΖο	700	4	0.3	1	8
0	70295	»Ά±ªΖο	700	4	0.3	1	8
0	70296	»Ά±ªΖο	700	4	0.3	1	8
0	70297	»Ά±ªΖο	700	4	0.3	1	8
0	70298	»Ά±ªΖο	700	4	0.3	1	8
0	70299	»Ά±ªΖο	700	4	0.3	1	8
0	110100	³¤ΙηΣªΥ―	500	4	0.3	2	4
1	22064	Πν²ύ±±ΣªΥ―	500	5	0.3	0	4
1	22065	Πν²ύΞχΣªΥ―	500	5	0.3	0	4
1	70101	Πν²ύΥώΜό	3000	40	0.3	1	1
1	70102	Πν²ύΌύΒ¥	1000	20	0.3	1	2
1	70103	Πν²ύΌύΒ¥	1000	20	0.3	1	2
1	70104	Πν²ύΞχ³ΗΓΕ	1200	20	0.3	1	3
1	70105	Πν²ύ±±³ΗΓΕ	1200	20	0.3	1	3
1	70106	ΉΆΌΝ	2000	5	0.3	1	7
1	70107	εσ±ψ	700	5	0.3	1	8
1	70108	εσ±ψ	700	5	0.3	1	8
1	70111	ΜϊΌΧΎό	700	5	0.3	1	8
1	70112	ΜϊΌΧΎό	700	5	0.3	1	8
1	70117	»Ά±ªΖο	700	5	0.3	1	8
1	70118	»Ά±ªΖο	700	5	0.3	1	8
1	70119	»Ά±ªΖο	700	5	0.3	1	8
1	70164	εσ±ψ	700	5	0.3	1	8
1	70165	εσ±ψ	700	5	0.3	1	8
1	70174	εσ±ψ	700	5	0.3	1	8
1	70175	εσ±ψ	700	5	0.3	1	8
1	70188	½πµt	2000	5	0.3	1	7
1	70189	εσ±ψ	700	5	0.3	1	8
1	70190	εσ±ψ	700	5	0.3	1	8
1	70221	εσ±ψ	700	5	0.3	1	8
1	70222	εσ±ψ	700	5	0.3	1	8
1	70230	εσ±ψ	700	5	0.3	1	8
1	70231	εσ±ψ	700	5	0.3	1	8
1	70238	΄ΎΣΪµΌ	2000	5	0.3	1	7
1	70239	εσ±ψ	700	5	0.3	1	8
1	70240	εσ±ψ	700	5	0.3	1	8
1	70261	»Ά±ªΖο	700	5	0.3	1	8
1	70262	»Ά±ªΖο	700	5	0.3	1	8
1	110100	³¤ΙηΣªΥ―	1500	8	0.3	2	4
1	120149	Πν²ύ·ΐΚΨµγ	1000	15	3	1	4
2	70101	Πν²ύΥώΜό	3000	40	0.3	1	1
10	110099	ΑΩΣ±ΣªΥ―	500	5	0.3	2	4
10	110099	ΑΩΣ±ΣªΥ―	500	5	0.3	2	4
