widget	script
MedianCity_Yunzhong	UI_Battleground_ChooseCity.cfg
MedianCity_Jiuyuan	UI_Battleground_ChooseCity.cfg
MedianCity_Shuofang	UI_Battleground_ChooseCity.cfg
MedianCity_Pingyang	UI_Battleground_ChooseCity.cfg
MedianCity_Jiguan	UI_Battleground_ChooseCity.cfg
MedianCity_Hedong	UI_Battleground_ChooseCity.cfg
MedianCity_Henei	UI_Battleground_ChooseCity.cfg
MedianCity_Xingyang	UI_Battleground_ChooseCity.cfg
MedianCity_Zhongmou	UI_Battleground_ChooseCity.cfg
MedianCity_Luoyang	UI_Battleground_ChooseCity.cfg
MedianCity_Hongnong	UI_Battleground_ChooseCity.cfg
MedianCity_Hanguguan	UI_Battleground_ChooseCity.cfg
MedianCity_Mianchi	UI_Battleground_ChooseCity.cfg
MedianCity_Pingyi	UI_Battleground_ChooseCity.cfg
MedianCity_Changan	UI_Battleground_ChooseCity.cfg
MedianCity_Tongguan	UI_Battleground_ChooseCity.cfg
MedianCity_Wuguan	UI_Battleground_ChooseCity.cfg
MedianCity_Shangxian	UI_Battleground_ChooseCity.cfg
MedianCity_Fufeng	UI_Battleground_ChooseCity.cfg
MedianCity_Wuzhangyuan	UI_Battleground_ChooseCity.cfg
MedianCity_Chencang	UI_Battleground_ChooseCity.cfg
MedianCity_Ziwugu	UI_Battleground_ChooseCity.cfg
MedianCity_Xinping	UI_Battleground_ChooseCity.cfg
MedianCity_Anding	UI_Battleground_ChooseCity.cfg
MedianCity_Jieting	UI_Battleground_ChooseCity.cfg
MedianCity_Tianshui	UI_Battleground_ChooseCity.cfg
MedianCity_Shanggui	UI_Battleground_ChooseCity.cfg
MedianCity_Longxi	UI_Battleground_ChooseCity.cfg
MedianCity_Baohan	UI_Battleground_ChooseCity.cfg
MedianCity_Didao	UI_Battleground_ChooseCity.cfg
MedianCity_Lintao	UI_Battleground_ChooseCity.cfg
MedianCity_Beidi	UI_Battleground_ChooseCity.cfg
MedianCity_Zhanyinkou	UI_Battleground_ChooseCity.cfg
MedianCity_Wuwei	UI_Battleground_ChooseCity.cfg
MedianCity_Jincheng	UI_Battleground_ChooseCity.cfg
MedianCity_Xiping	UI_Battleground_ChooseCity.cfg
MedianCity_Zhangye	UI_Battleground_ChooseCity.cfg
MedianCity_Jiuquan	UI_Battleground_ChooseCity.cfg
MedianCity_Dunhuang	UI_Battleground_ChooseCity.cfg
MedianCity_Juyan	UI_Battleground_ChooseCity.cfg
MedianCity_Wudu	UI_Battleground_ChooseCity.cfg
MedianCity_Hanzhong	UI_Battleground_ChooseCity.cfg
MedianCity_Yangguan	UI_Battleground_ChooseCity.cfg
MedianCity_Tazhong	UI_Battleground_ChooseCity.cfg
MedianCity_Yinping	UI_Battleground_ChooseCity.cfg
MedianCity_Zitong	UI_Battleground_ChooseCity.cfg
MedianCity_Jiangyou	UI_Battleground_ChooseCity.cfg
MedianCity_Jiange	UI_Battleground_ChooseCity.cfg
MedianCity_Baishuiguan	UI_Battleground_ChooseCity.cfg
MedianCity_Fuguan	UI_Battleground_ChooseCity.cfg
MedianCity_Langzhong	UI_Battleground_ChooseCity.cfg
MedianCity_Mianzhu	UI_Battleground_ChooseCity.cfg
MedianCity_Deyang	UI_Battleground_ChooseCity.cfg
MedianCity_Chengdu	UI_Battleground_ChooseCity.cfg
MedianCity_Linqiong	UI_Battleground_ChooseCity.cfg
MedianCity_Yongan	UI_Battleground_ChooseCity.cfg
MedianCity_Jiangzhou	UI_Battleground_ChooseCity.cfg
MedianCity_Linjiang	UI_Battleground_ChooseCity.cfg
MedianCity_Fuling	UI_Battleground_ChooseCity.cfg
MedianCity_Hanjia	UI_Battleground_ChooseCity.cfg
MedianCity_Qianwei	UI_Battleground_ChooseCity.cfg
MedianCity_Jiangyang	UI_Battleground_ChooseCity.cfg
MedianCity_Yuejun	UI_Battleground_ChooseCity.cfg
MedianCity_Shushi	UI_Battleground_ChooseCity.cfg
MedianCity_Jianning	UI_Battleground_ChooseCity.cfg
MedianCity_Yunnan	UI_Battleground_ChooseCity.cfg
MedianCity_Xielong	UI_Battleground_ChooseCity.cfg
MedianCity_Yongchang	UI_Battleground_ChooseCity.cfg
MedianCity_Zangke	UI_Battleground_ChooseCity.cfg
MedianCity_Yelang	UI_Battleground_ChooseCity.cfg
MedianCity_Wan	UI_Battleground_ChooseCity.cfg
MedianCity_Bowang	UI_Battleground_ChooseCity.cfg
MedianCity_Anchang	UI_Battleground_ChooseCity.cfg
MedianCity_Xinye	UI_Battleground_ChooseCity.cfg
MedianCity_Suixian	UI_Battleground_ChooseCity.cfg
MedianCity_Xiangyang	UI_Battleground_ChooseCity.cfg
MedianCity_Nanxiang	UI_Battleground_ChooseCity.cfg
MedianCity_Zhuyang	UI_Battleground_ChooseCity.cfg
MedianCity_Wudang	UI_Battleground_ChooseCity.cfg
MedianCity_Xicheng	UI_Battleground_ChooseCity.cfg
MedianCity_Shangyong	UI_Battleground_ChooseCity.cfg
MedianCity_Jiangxia	UI_Battleground_ChooseCity.cfg
MedianCity_Fangling	UI_Battleground_ChooseCity.cfg
MedianCity_Zigui	UI_Battleground_ChooseCity.cfg
MedianCity_Yidao	UI_Battleground_ChooseCity.cfg
MedianCity_Xiaoting	UI_Battleground_ChooseCity.cfg
MedianCity_Jiangling	UI_Battleground_ChooseCity.cfg
MedianCity_Maicheng	UI_Battleground_ChooseCity.cfg
MedianCity_Huarong	UI_Battleground_ChooseCity.cfg
MedianCity_Gongan	UI_Battleground_ChooseCity.cfg
MedianCity_Wuchang	UI_Battleground_ChooseCity.cfg
MedianCity_Chibi	UI_Battleground_ChooseCity.cfg
MedianCity_Baling	UI_Battleground_ChooseCity.cfg
MedianCity_Changsha	UI_Battleground_ChooseCity.cfg
MedianCity_Wuling	UI_Battleground_ChooseCity.cfg
MedianCity_Lingling	UI_Battleground_ChooseCity.cfg
MedianCity_Guilin	UI_Battleground_ChooseCity.cfg
MedianCity_Guiyang	UI_Battleground_ChooseCity.cfg
MedianCity_Hefei	UI_Battleground_ChooseCity.cfg
MedianCity_Shouchun	UI_Battleground_ChooseCity.cfg
MedianCity_Pinge	UI_Battleground_ChooseCity.cfg
MedianCity_Jianye	UI_Battleground_ChooseCity.cfg
MedianCity_Fuling2	UI_Battleground_ChooseCity.cfg
MedianCity_Danyang	UI_Battleground_ChooseCity.cfg
MedianCity_Wanling	UI_Battleground_ChooseCity.cfg
MedianCity_Luan	UI_Battleground_ChooseCity.cfg
MedianCity_Ruxuwu	UI_Battleground_ChooseCity.cfg
MedianCity_Lujiang	UI_Battleground_ChooseCity.cfg
MedianCity_Piling	UI_Battleground_ChooseCity.cfg
MedianCity_Wuxian	UI_Battleground_ChooseCity.cfg
MedianCity_Kuaiji	UI_Battleground_ChooseCity.cfg
MedianCity_Xindu	UI_Battleground_ChooseCity.cfg
MedianCity_Poyang	UI_Battleground_ChooseCity.cfg
MedianCity_Chaisang	UI_Battleground_ChooseCity.cfg
MedianCity_Yuzhang	UI_Battleground_ChooseCity.cfg
MedianCity_Yangling	UI_Battleground_ChooseCity.cfg
MedianCity_Luling	UI_Battleground_ChooseCity.cfg
MedianCity_Linhai	UI_Battleground_ChooseCity.cfg
MedianCity_Yongning	UI_Battleground_ChooseCity.cfg
MedianCity_Jianan	UI_Battleground_ChooseCity.cfg
MedianCity_Dongan	UI_Battleground_ChooseCity.cfg
MedianCity_Yizhou	UI_Battleground_ChooseCity.cfg
MedianCity_Nanhai	UI_Battleground_ChooseCity.cfg
MedianCity_Cangwu	UI_Battleground_ChooseCity.cfg
MedianCity_Yulin	UI_Battleground_ChooseCity.cfg
MedianCity_Hepu	UI_Battleground_ChooseCity.cfg
MedianCity_Zhuya	UI_Battleground_ChooseCity.cfg
MedianCity_Jiaozhi	UI_Battleground_ChooseCity.cfg
MedianCity_Jiuzhen	UI_Battleground_ChooseCity.cfg
MedianCity_Rinan	UI_Battleground_ChooseCity.cfg
