id	text
2103	%s使用失败，背包空间不足
2104	资源购买后将超过府库上限
2105	您的等级还不够领取该档次的奖励哦
2106	您的活跃值不足哦
2107	您已领取过该奖励了哦
2108	您今天已经领取过俸禄了哟，\n请明天再来吧！
2109	"同一名字的将卡,只能同时上场一张"
2110	该建筑已升至最高级！
2111	VIP等级不足！
2112	购买后加成时间将超过上限
2113	随机抽取当前一张将卡，刷新下批将卡。
2114	无需征辟，刷将即可获得！
2115	购买次数已经达到上限！
2116	官职不够！
2117	剩余购买次数：%s次
2118	商品购买成功！
2119	商品购买失败，元宝不足！
2120	购买次数不足！
3001	您已与服务器断开连接，请检查本地网络连接是否正常！
3002	您的账号在异地登录，您已被迫下线，如非本人操作请及时修改密码以确保账户安全！
3003	平叛活动已结束
3004	第%d次平叛失败！
3005	奋进鼓和元宝都不足，战场鼓舞失败！
3006	鼓舞次数已经用完，鼓舞失败！
3007	已经是最高级别
3008	副本进度不满足，接受邀请失败！
3009	他们说%s国弱爆了！
3010	%s国将士何在！
3011	%s国臣民正在遭受荼毒！
3012	%s国热血之士何不夺回城池！
3013	他们说%s国简直不堪一击！
3014	相机锁定
3015	相机解锁
3016	1.点击“查看”按钮可查看该军团的详细信息；\n2.点击“申请加入”可以向该军团发出加入申请。\n3.点击“创建军团”可以创建自己统领的军团。
3017	1.名称不得超过6个汉字。\n2.创建军团有以下两种方式可供选择：\n  铜钱创建需1W铜钱，领主等级25级；\n  元宝创建需500元宝，领主等级12级;
3018	"1.通关军团副本可获得活跃值\n2.排行榜只显示每周活跃总值前10\n  名的成员\n3.每周一0:00时依据排名自动任命\n  排名第1、第2名的成员(除去团\n  长)为副团长\n4.排行榜上的活跃值信息在任命后\n  被清空,开始重新统计\n"
3019	友情建议：请使用您游戏娱乐的专用QQ号码或YY号码，以保证您的隐私。
3020	  九州战乱，烽火不惜。。。。
3021	你确定要将军团长职位转移给列表中\n选中的成员吗？
3022	你确定要离开军团吗？
3023	捐献成功！
3024	今日捐献次数用完！
3025	元宝不足！
3026	资源不足！
3027	每天只能捐献一种！
3028	成功取消申请！
3029	申请已经达到上限！
3030	军团改名成功！
3031	军团名称重复，请重新取名！
3032	元宝或礼金不足！
3033	撤销成功！
3034	该玩家已经抢先被其他军团收入！
3035	不能添加自己！
3036	玩家不在线或者不存在！
3037	你没有权限添加成员！
3038	该玩家已经是您的军团成员！
3039	您的军团成员人数已达上限！
3040	该玩家已经在其他军团中！
3041	邀请已经发送，请等待对方确认！
3042	该玩家拒绝加入您的军团！
3043	该玩家成功加入您的军团！
3044	驻扎申请失败！
3045	已经申请过该州或者申请了其他州！
3046	抱歉您没有该操作的权限！
3047	申请失败，您已经是镇守军团，不能再申请驻守！
3048	申请失败，该州还没有州牧！
3049	申请成功，在军团界面中可查看详细\n信息！
3050	修改公告成功！
3051	您没有权限修改公告！
3052	您输入的筛选参数有误，请重新输入！
3053	操作成功，选中的玩家将禁止\n进入国战，取消选中的玩家将允许进入国战！
3054	社稷祭祀
3055	  国家官员可每天花费500元宝举行社稷祭祀典礼，民众祭拜后可获得少量的资源奖赏
3056	经商富国
3057	  国家官员可每天花费500元宝举行经商富国贸易，民众参与元宝投资后可获得相应的元宝回报
3058	风调雨顺
3059	花费10元宝祭拜，获得1000木材、粮食、马匹、铁矿
3060	国家贸易
3061	花费10元宝参与国家贸易，随机获得收益12至20元宝
3062	抱歉！您没有权限开启此项福利！
3063	您今日次数已经达到上限！
3064	该国家福利尚未被开启！
3065	抱歉！您的元宝不足！
3066	一天内只能投资一种！
3067	成功祭拜！
3068	%s玩家[%s]被推举为%s
3069	%s%s[%s]举行社稷祭祀，国家生产获风调雨顺
3070	%s%s[%s]实行经商富国国策，开启了国家贸易
3071	%s城池%s失守，被%s占领
3072	%s攻克城池%s，城池%s划归%s治理之下
3073	欢迎 %s 加入军团！
3074	获得%d点军团资金！
3075	该名称的玩家不存在，\n或者不在该国家中！
3076	投票成功！相信他们一定很感激您的\n支持！
3077	很遗憾，投票失败！可能是您长时间没有更新投票列表数据！
3078	1.捐献个人可获得国家贡献，军团获得军团资金\n2.每天可选择一种类型捐献，可捐献3次\n3.军团资金可以提升军团等级\n4.军团等级越高，成员上限越多
3079	铜钱创建等级不足25级！
3080	元宝创建等级不足12级！
3081	您等级不足12级，不能申请加入！
3082	退位让贤成功！
3083	VIP3开放
3084	VIP4开放
3085	VIP5开放
4000	你已重新加入国家，原好友列表已被\n清空，兵营内士兵已被清空
4001	叛国次数过多!
4002	55级以后才能重新选择势力！
4003	你尚未退出军团，请先退出军团后\n     再变更势力！
4004	变更势力需要%s礼金/元宝，您的礼金/元宝数量不足！
4005	变更势力失败！
4006	您已经是该势力成员！
4007	"1.国中前20的军团才有\n 资格被分封至州,成为\n 镇守军团\n2.一个镇守军团最多可\n 以分封获取1州\n3.解除军团的某个封地,\n 需要进入该州郡的分\n 封界面解除\n4.争夺中的州郡仍然可\n 以被分封"
4008	操作失败
4009	只能添加同势力玩家！
4010	不能添加自己！
4011	存储成功！
4012	存储物品数量超出上限！
4013	不能替换其他区物品！
4014	您所提交的物品有非法物品！
4015	您的部分非中立势力将卡被转换为\n%d将魂！
4016	1.主动叛国需要花费%d元宝\n2.角色等级必须达到60级\n3.叛国前必须离开军团\n4.国都失守时，主动叛国不消耗元宝\n5.主动叛国3次后无法继续叛国\n6.群雄将卡保留，本国将卡会折算成将魂.
4017	在战场排队或者组队中，不能叛国！
4018	所选取势力已经灭亡！
4019	%s使用失败，军令已达上限！
4020	%s使用失败，现有免费抽将次数已达上限！
4021	%s使用失败，现有免费精炼次数已达上限！
4022	我方国都%s已经失陷，国家危急，望诸位将士奋勇守卫国家，以存社稷！
4023	在诸位将士奋勇杀敌努力下，我方都已经攻陷占领%s国国都，请诸位将士再接再厉！
4024	我方陪都%s已经失陷，已无都可立！国灭身卑，请诸位将军重投明主！
4025	在诸位将士奋勇杀敌努力下，我方都已经攻陷占领%s国陪都，已灭其国！
4026	在魏蜀吴三国争霸中%s国已经灭国，三国鼎立的时代已经结束！
4027	在魏蜀吴三国争霸中%s国也步入灭国的境地，两国对立的时代已经结束！恭贺%s国一统天下！
4028	%s已被%s攻陷，%s国已经灭国！
4029	[%s]出生点已经全部失守，再出生点夺回之前无法进入!
4050	%s成为军团长！
4051	邀请目标是它国成员，无法添加！
4052	请勿使用符号、空格等非法字符!
4053	您今日已经领取了收益，请明天再领！
4054	成功领取军团收益！
4055	小号个数已经达到上限，有部分小号无法被标记！
4056	神农尝百草，选出五谷以供民食，制作类似，方便耕耘。因此建神农庙祭祀神农，为国家大事。仿佛冥冥之中神农也保佑着华夏子民，凡是为建立神农庙提供帮助的人，都可以提高粮食产量。
4057	金是矿石的意思，乱世之中，军备格外重要，矿石更是一等一的重要物资。国家为此专设司金台，管理铁矿开采提炼等事，通过严格的规章制度与统一调度，可以提高铁矿产量。
4058	有感于国家马匹数量过少，国家专门设立用于培养优良战马的机构，雇佣经验丰富的马夫，采取最先进的养马技术，因而可以一定程度上提升马匹的产量。
4059	上林苑最开始虽然是皇家园林，但身处乱世，国家风雨飘摇，一切都是为了战争服务。故而上林苑中种类繁多的树木优先供给军中，极大的提高了木材的产量。
4060	点将台上军令一出，三军将士莫敢不从。大丈夫当登点将台，号令三军，征战天下。点将台规模越大，越引人神往，百姓踊跃参军。故而可以减少征兵消耗的资源与财帛。
4061	请先选择目标！
4062	无法以自身为目标！
4063	每天05:00点结算，每天只能领取一次！
4064	不能移除镇守军团！
4065	该成员已经成为其他国家的一员！
4066	您本周已经投过选票！
4067	只有军团长和副军团长才能投票！
4068	"1.上表军功有大概率额外获得大量奖励,小概率额外获得少量奖励\n2.一共可上表4次,每次上表军功需要消耗元宝"
4069	消耗%d军团资金！
4070	您的军团资金或元宝数量不足以开启该副本！
4071	%s被移出军团！
4072	您已经被标记成小号，不能进入战场！
4073	上表军功的次数已经达到上限！
4074	%s捐献了%d元宝!
4075	%s开启了军团副本%s！
4076	%s捐献了%d粮食%d木材%d铁矿%d马匹！
4077	%s%s开启社稷祭祀，诸位将军可前往祭祀！
4078	%s%s开启国家贸易，诸位将军可前往参与贸易！
4079	你已被标记小号，无法进入国战战场。如果有误判，请联系国家官员丞相解除标记！
4080	该激活码已经被使用！
4081	激活码无效！
4082	激活码已经过期！
4083	数据库更新出错！
4084	物品背包已满，请先整理背包后再重试！
4085	您是军团新成员，明天才能领取！
4086	军团等级提升军团人数上限
4087	只能推举2名玩家
4088	投资可获得14至16礼金的随机回报，稳定获得最低额回报
4089	投资可获得13至17礼金的随机回报，随机获得不同额度回报
4090	投资可获得12至20礼金的随机回报，较大概率获得最高额回报
4091	%s%s上线了！
4092	%s丞相%s将%s分封给%s军团！
4093	%s军团成为%s的镇守军团，恭贺%s成为此州郡最高行政官！
4094	消除建造时间成功!
4095	清除招募时间成功！
4096	消除惩罚时间成功！
4097	众将跟随孤攻占邺城，建立魏国，称霸天下！金银财帛，高官厚禄，唾手可得！
4098	诸位请助我收复成都，建立蜀国，救民水火！金银财帛，高官厚禄，凭功而论！
4099	大家要一同夺回建业，建立吴国，快意恩仇！金银财帛，高官厚禄，凭力争取！
4100	邺城既下，可为国家根基。今魏国成立，望诸将并力同心，助孤争霸天下，一扫寰宇。
4101	成都既下，可为国家根基。今蜀国成立，望诸位同心协力，助我匡扶汉室，一统河山。
4102	建业既下，可为国家根基。今吴国成立，望大家团结一心，助我定鼎中原，驰骋天下。
4103	【%s】英豪，同心协力，鏖战数场，攻占【%s】，建立【%s】。国主【%s】拜【%s】为丞相，【%s】为大司马，【%s】为大将军，望众将士再接再厉，早日一统江山。
4104	未达到等级，暂时不能领取！
4105	背包空间不足，请整理背包后再领取！
4106	您没有移除军团长或副军团长的权限!
4107	您已经购买了月卡，且剩余天数大于等于5天，暂时无法购买。
4108	您的元宝不足，请前往充值。
4109	购买月卡失败!
4110	您已购买月卡成功!
4111	领取失败，月卡已过期！
4112	您今天已经领取过月卡奖励了哟，\n请明天再来吧！
5000	您已使用过该类型的激活码了!
5001	领主等级大于等于%s级时开启
5002	该成员已经是副军团长了！
5003	军团资金不足!
5004	军团已升至满级!
5005	你确定要将副军团长职位给列表中\n选中的成员吗？
5006	你确定要进行军团升级吗?
5007	1、州郡特产可在左侧商店中产出\n2、镇守州郡后，每次可刷出2批该州郡特产\n3、驻防州郡后，每次刷出1批该州郡特产，最多\n能驻防两个州郡\n4、城池分封，可将镇守州郡中的城池分封给军团内\n具有相应资格的玩家
5008	你确定要解除该成员的职位吗?
5009	已达近日存兵上限!
5010	1：副本只能由团长或副团长开启，开启消耗1点征伐值\n2：军团副本存在时间60分钟，副本通关或失败，副本关闭\n3：过关后，可通过上表军功提升奖励
5011	1：官职达到都督时才能存兵\n2：存兵和取兵数量由个人官职决定\n3：取兵消耗军团贡献。
5012	是否进入军团副本%s
5013	讨伐点不足！
5014	副本已经开启!
5015	当前可存兵量为0！
5016	需军团长或副军团长才能开启!
5017	最多可以任命两个副团!
5018	输入字数已达上限。
5019	军团长不能离开军团！
5020	您入团未满24小时暂时无法离开
5021	该成员入团未满24小时，暂时无法移出
5022	军团贡献不足！
5023	该物品已售罄！
5024	确定要花费100元宝进行一次刷新吗?
5025	进入失败，请先结束扫荡
5026	暂无城池官职
5027	确定要辞去该官职吗？
5028	州牧不能罢官。
5029	由于您所在的军团不足10人，军团将于%s小时%s分钟后自动解散!
5030	1、军团长可将镇守州郡内的己方城池分封给军团内具有资格的玩家，使其成为城池行政官。\n2、玩家只能担任一个城池的行政官。\n3、军团长为镇守州郡州牧，因此不能城池行政官。\n4、玩家离开军团后，自动解除其城池行政官任命。\n5、加入军团不足24小时的玩家无法成为城池行政官。\n6、等级不足35级的玩家无法成为城池行政官。7、连续3天未登录的玩家无法被任命为城池行政官员。
5031	确定要驻扎在该州郡?
5032	副本开启时间为14:00和19:30
5033	%s使用失败，切页已到最大值。
5034	"犒赏符使用成功,在接下来的2小时内，您在战场中进行战场犒赏时将不消耗元宝。"
5035	"%s使用失败,元宝不足。"
5036	你确定要花费%s元宝开启%s吗?
5037	物品正在冷却!
5038	1：每天上午10:30~11:00世界战场开启军资运送活动，参与获取大量奖励\n2：每天下午14:00~14:30世界战场开启诸侯大战活动，boss被击杀后会掉落大量宝物\n3：每天晚上19:30~19:55开启血战董卓活动，董卓被击杀后会掉落大量宝物。/n4：每日8:00、9:00、10:00、11:00、12:00、15:00、15:30、16:00、16:30、17:00、18:00、19:00、22:30、23:00、23:30世界副本定时刷新boss，击杀掉落大量宝箱和本国20W国家资金，boss只存在半小时。
5039	世界战场说明
5040	军团副本说明
5041	军团兵库说明
5042	城池任命说明
5043	是否确认购买这些物品？
5044	消耗%s元宝刷新一次。
5045	可通过出售将卡或活动获取将魂。
7000	您的小号标记已解除，可以进入国战战场，祝您游戏愉快！
7001	        十八级才能进入国战！
7002	小号标记失败，玩家官职过高，超出封号限制！
7003	1:最多可选取两位候选人进行投票\n2:进入等级、功勋和成就排行榜前100的玩家具有投票权\n3:城池行政官和州牧具有投票权，投票权重不同\n4:进入等级，功勋和成就本国排行榜前10的玩家有资格成为候选人\n5:投票时间为每周周日，周一公布投票结果并任命官员\n6:若候选人不足3人，则本次投票结果无效，上周国家官员将连任\n7:官员3天不上线则自动撤职，并依据上周投票结果重新任命\n8:得票数前三的玩家将依次被任命为:丞相，大司马，大将军\n9:投票成功后不可更改，并获得1万国家贡献奖励
7004	"1:领导力+3000\n2:分封州郡,开启国家运送\n国家征召,封禁小号参与国战"
7005	"1:领导力+2000\n2:开启国家运送,国家征召\n封禁小号参与国战"
7006	"1:领导力+1500\n2:开启国家运送,国家征召\n封禁小号参与国战"
7007	取消驻扎成功
7008	驻防州郡后需要冷却24小时才能取消
7009	购买委任栏成功
7010	请输入扫荡次数
7011	友方人数超过十人，无法发布国家征召
7012	军团征召令不足，无法发布征召
7013	国家资金不足，发布失败
7014	组队已满，加入失败
7015	组队已进入战场，加入失败
7016	组队数据异常，加入失败
7017	组队势力异常，加入失败
7018	该副本为剧情副本，无法自动战斗
7019	1：自动前往敌方政厅或关隘BOSS处进行战斗\n2：复活次数为0时自动退出战场\n3：VIP3开启自动复活\n4：VIP4开启自动释放技能\n5：快捷方式ctrl+r
7020	1：自动前往最近的敌方据点进行战斗\n2：复活次数为0时自动退出战场\n3：VIP3开启自动复活\n4：VIP4开启自动释放技能\n5：快捷方式ctrl+r
7021	1:征战天下副本\n2:军团副本获得经验
7022	1:征战天下副本扫荡\n2:国战死兵获得经验\n3:军团副本获得经验
7023	1:征战天下副本扫荡\n2:国战死兵获得经验\n3:军团副本获得经验\n4:世界战场获得经验
7024	1:征战天下副本扫荡\n2:国战死兵获得经验\n3:军团副本获得经验\n4:世界战场获得经验
7025	1:将卡可在酒肆中抽取\n2:通过活动也可获得部分将卡\n3:合理的搭配将卡可使你在战场中发挥更加出色\n4:将卡通过升级品质和星级提升将卡能力
7026	1:参加国战可获取升级官职需要的功勋\n2:征战天下副本2星奖励也可获得功勋\n3:提升官职可大幅度提升领导力，领导力越高可带兵数越多
7027	1:等级提升则领主可增加领主兵法、阵法、统率和洞察\n2:兵法提升攻击力，阵法提升防御力，统率提升领导力，洞察提升对将卡技能的防御力
7028	1:可在工坊界面提升军备等级\n2:升级军备科技可大幅提升相应兵种的战斗力\n3:升级相应的军备科技可解锁高级兵种
7029	1:高级兵种需要升级相应军备科技\n2:高级兵种的基础属性比较给力\n3:高级兵种在国战中死伤时获取的经验更高
7030	1:高阶橙色装备在国家商店中售卖\n2:高阶套装效果比一般装备属性更好\n3:精炼高级装备可大幅提升战斗力
7031	未领取俸禄:|未征收赋税:|活跃度奖励:|免费刷将:|免费资源:
7032	行囊令和元宝都不足，开启背包失败
7033	奋进鼓和元宝都不足，鼓舞失败
9001	杀死杂兵%s/%s
9002	杀死守将%s/%s
9003	坚守阵地1分30秒
9004	保护XX不被杀死
9005	通关此副本
9006	箭塔都不被摧毁
9007	三分钟内过关
9008	不使用井水
9009	十分钟内过关
9010	成功离开武威
9011	击败庞德
9012	击败马岱
9013	到达目标地点
9014	百姓全部存活
9015	击败阎行
9016	挫败李典的埋伏
9017	挫败夏侯渊的奔袭
9018	击败吕布
9019	击破政厅
9020	友军血量不低于10%
9021	挫败柳毅的埋伏
9022	五分钟过关
9023	击败五个单位以上
9024	击败公孙范
9025	五分钟内过关
9026	击败于夫罗
9027	七分钟内过关
9028	击退雷薄陈兰
9029	击退纪灵
9030	5分钟之内击败卫演
9031	阻止公孙渊逃离襄平
9032	击败于禁
9033	击败李典
9034	追杀黄劭成功
9035	识破卑衍阴谋
9036	挫败司马昭埋伏
9037	追杀何仪
9038	挫败丘力居的埋伏
9039	五分钟内击败颜良
9040	五分钟内击败麹义
9041	找到张仲景
9042	击破青龙分寨
9043	击败高顺
9044	击败去卑
9045	教训丁芳
9046	击退单于
9047	教训王宏
9048	突围北海
9049	收复东莱
9050	击退袁谭军
9051	击败赵云
9052	先入邺城
9053	击退赵云
9054	保护袁绍
9055	逃离小沛
9056	击败张飞
9057	护送刘备家眷
9058	刘备离开淮阴
9059	离开武威
9060	击退阎行
9061	缔结盟约
9062	离开许昌
9063	夺回舞阳
9064	收服许褚
9065	收复谯县
9066	击败曹操
9067	攻占濮阳
9068	逃离或攻占荥阳
9069	护送吕布家眷
9070	收复乌桓
9071	离开蓟县
9072	离开易京
9073	离开北平
9074	暗过柳城
9075	追杀公孙渊
9076	逃离玄莵
9077	逃离东沓
9078	前往宛城
9079	撤离宛城
9080	前往西城
9081	前往江夏
9082	逃离江夏
9083	前往桂阳
9084	前往武陵
9085	离开武陵
9086	离开益阳
9087	前往长坂
9088	护送赵云
9089	前往江州
9090	攻占江州
9091	离开涪关
9092	前往梓潼
9093	击败马超
9094	救出马超家眷
9095	北上阻敌
9096	追杀朱褒
9097	击败突兀骨
9098	前往牂牁
9099	折服董荼那
9100	犒赏失败，已有玩家使用了犒赏三军
9111	二十分钟内通关
6000	%s使用失败，没有时间可清除！
9112	打开神秘宝箱
9113	十五分钟内过关
9114	救出两个家丁
9115	百姓有存活
9116	阻止朱褒求援
9117	饮用过毒泉
9118	攻破援军据点
9119	解放建宁
9120	解放云南
9121	征服夜郎
9122	击败徐晃
9123	击败所有敌将
9124	攻破庐江据点
9125	击败沙摩柯
9126	折服董荼那
9127	收复丹阳兵
9128	击败刘勋
9129	杀光所有敌军
